temps	chemin
1.38255E-3	-1.60457E2
1.3845E-3	-1.62317E2
1.38645E-3	-1.64308E2
1.38841E-3	-1.66028E2
1.39036E-3	-1.68011E2
1.39231E-3	-1.69978E2
1.39427E-3	-1.71711E2
1.39622E-3	-1.73816E2
1.39817E-3	-1.75596E2
1.40013E-3	-1.77385E2
1.40208E-3	-1.79514E2
1.40403E-3	-1.81194E2
1.40598E-3	-1.8327E2
1.40794E-3	-1.85359E2
1.40989E-3	-1.87088E2
1.41185E-3	-1.89121E2
1.4138E-3	-1.91062E2
1.41575E-3	-1.92937E2
1.4177E-3	-1.94899E2
1.41966E-3	-1.96881E2
1.42161E-3	-1.98857E2
1.42356E-3	-2.00833E2
1.42552E-3	-2.02551E2
1.42747E-3	-2.04546E2
1.42942E-3	-2.06422E2
1.43138E-3	-2.08343E2
1.43333E-3	-2.10338E2
1.43528E-3	-2.12305E2
1.43724E-3	-2.1429E2
1.43919E-3	-2.16264E2
1.44114E-3	-2.18163E2
1.44309E-3	-2.20225E2
1.44505E-3	-2.22188E2
1.447E-3	-2.24197E2
1.44895E-3	-2.26086E2
1.45091E-3	-2.28111E2
1.45286E-3	-2.30091E2
1.45481E-3	-2.32185E2
1.45677E-3	-2.34234E2
1.45872E-3	-2.36051E2
1.46067E-3	-2.38252E2
1.46263E-3	-2.40374E2
1.46458E-3	-2.42288E2
1.46653E-3	-2.44263E2
1.46848E-3	-2.46364E2
1.47044E-3	-2.4843E2
1.47239E-3	-2.50479E2
1.47434E-3	-2.52588E2
1.4763E-3	-2.54572E2
1.47825E-3	-2.56638E2
1.4802E-3	-2.58547E2
1.48216E-3	-2.60705E2
1.48411E-3	-2.62683E2
1.48606E-3	-2.64601E2
1.48802E-3	-2.66857E2
1.48997E-3	-2.68599E2
1.49192E-3	-2.70663E2
1.49388E-3	-2.72429E2
1.49583E-3	-2.74346E2
1.49778E-3	-2.76416E2
1.49974E-3	-2.78061E2
1.50169E-3	-2.79972E2
1.50364E-3	-2.81712E2
1.50559E-3	-2.83508E2
1.50755E-3	-2.85295E2
1.5095E-3	-2.87103E2
1.51145E-3	-2.88942E2
1.51341E-3	-2.90599E2
1.51536E-3	-2.92311E2
1.51731E-3	-2.94025E2
1.51927E-3	-2.95628E2
1.52122E-3	-2.9742E2
1.52317E-3	-2.9902E2
1.52513E-3	-3.00519E2
1.52708E-3	-3.02191E2
1.52903E-3	-3.03547E2
1.53098E-3	-3.05152E2
1.53294E-3	-3.06679E2
1.53489E-3	-3.08293E2
1.53684E-3	-3.09749E2
1.5388E-3	-3.11357E2
1.54075E-3	-3.12671E2
1.5427E-3	-3.14802E2
1.54466E-3	-3.16684E2
1.54661E-3	-3.17215E2
1.54856E-3	-3.1902E2
1.55052E-3	-3.20102E2
1.55247E-3	-3.21859E2
1.55442E-3	-3.23398E2
1.55638E-3	-3.24842E2
1.55833E-3	-3.26295E2
1.56028E-3	-3.27701E2
1.56223E-3	-3.29066E2
1.56419E-3	-3.3035E2
1.56614E-3	-3.31612E2
1.56809E-3	-3.32746E2
1.57005E-3	-3.34017E2
1.572E-3	-3.35118E2
1.57395E-3	-3.36053E2
1.57591E-3	-3.37087E2
1.57786E-3	-3.3791E2
1.57981E-3	-3.38958E2
1.58177E-3	-3.39817E2
1.58372E-3	-3.4059E2
1.58567E-3	-3.41324E2
1.58763E-3	-3.42212E2
1.58958E-3	-3.43012E2
1.59153E-3	-3.43685E2
1.59348E-3	-3.44413E2
1.59544E-3	-3.45249E2
1.59739E-3	-3.4599E2
1.59934E-3	-3.46697E2
1.6013E-3	-3.47478E2
1.60325E-3	-3.48226E2
1.6052E-3	-3.48775E2
1.60716E-3	-3.49611E2
1.60911E-3	-3.50281E2
1.61106E-3	-3.50913E2
1.61302E-3	-3.51359E2
1.61497E-3	-3.52048E2
